service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2025-10-092025-12-13349131,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-12-142025-12-31349131,1,1,1,1,1,1,1,20251214,20251231                                                                                                                                                                                                                                                                                                    
2026-01-012026-02-28349131,1,1,1,1,1,1,1,20260101,20260228                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07349291,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-092025-12-13349291,1,1,1,1,1,1,1,20251209,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349421,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-12-142025-12-31349421,1,1,1,1,1,1,1,20251214,20251231                                                                                                                                                                                                                                                                                                    
2026-01-012026-02-28349421,1,1,1,1,1,1,1,20260101,20260228                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349431,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-12-142025-12-23349431,1,1,1,1,1,1,1,20251214,20251223                                                                                                                                                                                                                                                                                                    
2025-12-272025-12-30349431,1,1,1,1,1,1,1,20251227,20251230                                                                                                                                                                                                                                                                                                    
2026-01-022026-01-04349431,1,1,1,1,1,1,1,20260102,20260104                                                                                                                                                                                                                                                                                                    
2026-01-072026-02-28349431,1,1,1,1,1,1,1,20260107,20260228                                                                                                                                                                                                                                                                                                    
2025-12-242025-12-26349432,1,1,1,1,1,1,1,20251224,20251226                                                                                                                                                                                                                                                                                                    
2025-12-312025-12-31349432,1,1,1,1,1,1,1,20251231,20251231                                                                                                                                                                                                                                                                                                    
2026-01-012026-01-01349432,1,1,1,1,1,1,1,20260101,20260101                                                                                                                                                                                                                                                                                                    
2026-01-052026-01-06349432,1,1,1,1,1,1,1,20260105,20260106                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349511,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-12-142025-12-31349511,1,1,1,1,1,1,1,20251214,20251231                                                                                                                                                                                                                                                                                                    
2026-01-012026-02-28349511,1,1,1,1,1,1,1,20260101,20260228                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349581,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349621,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-12-142025-12-31349621,1,1,1,1,1,1,1,20251214,20251231                                                                                                                                                                                                                                                                                                    
2026-01-012026-02-28349621,1,1,1,1,1,1,1,20260101,20260228                                                                                                                                                                                                                                                                                                    
2025-10-092025-11-09349631,1,1,1,1,1,1,1,20251009,20251109                                                                                                                                                                                                                                                                                                    
2025-11-112025-12-07349631,1,1,1,1,1,1,1,20251111,20251207                                                                                                                                                                                                                                                                                                    
2025-12-092025-12-13349631,1,1,1,1,1,1,1,20251209,20251213                                                                                                                                                                                                                                                                                                    
2026-01-092026-02-28349631,1,1,1,1,1,1,1,20260109,20260228                                                                                                                                                                                                                                                                                                    
2025-10-092025-11-09349632,1,1,1,1,1,1,1,20251009,20251109                                                                                                                                                                                                                                                                                                    
2025-11-102025-11-10349632,1,1,1,1,1,1,1,20251110,20251110                                                                                                                                                                                                                                                                                                    
2025-11-112025-12-07349632,1,1,1,1,1,1,1,20251111,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-08349632,1,1,1,1,1,1,1,20251208,20251208                                                                                                                                                                                                                                                                                                    
2025-12-092025-12-13349632,1,1,1,1,1,1,1,20251209,20251213                                                                                                                                                                                                                                                                                                    
2025-12-152025-12-24349632,1,1,1,1,1,1,1,20251215,20251224                                                                                                                                                                                                                                                                                                    
2025-12-252025-12-28349632,1,1,1,1,1,1,1,20251225,20251228                                                                                                                                                                                                                                                                                                    
2025-12-292025-12-31349632,1,1,1,1,1,1,1,20251229,20251231                                                                                                                                                                                                                                                                                                    
2026-01-012026-01-04349632,1,1,1,1,1,1,1,20260101,20260104                                                                                                                                                                                                                                                                                                    
2026-01-052026-01-08349632,1,1,1,1,1,1,1,20260105,20260108                                                                                                                                                                                                                                                                                                    
2026-01-092026-02-28349632,1,1,1,1,1,1,1,20260109,20260228                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349691,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349721,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-12-142025-12-31349721,1,1,1,1,1,1,1,20251214,20251231                                                                                                                                                                                                                                                                                                    
2026-01-012026-02-28349721,1,1,1,1,1,1,1,20260101,20260228                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349821,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-12-142025-12-31349821,1,1,1,1,1,1,1,20251214,20251231                                                                                                                                                                                                                                                                                                    
2026-01-012026-02-28349821,1,1,1,1,1,1,1,20260101,20260228                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349881,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13349931,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07350501,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12350501,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07350502,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12350502,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14350521,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14350522,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14350523,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07350541,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14350541,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07350542,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14350542,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07351501,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12351501,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14351521,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07351541,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14351541,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14352521,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354021,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354021,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354022,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354022,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354023,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354023,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354031,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354031,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354033,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354033,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354034,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354034,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-11-02354081,1,1,1,1,1,1,1,20251009,20251102                                                                                                                                                                                                                                                                                                    
2025-11-102025-11-16354081,1,1,1,1,1,1,1,20251110,20251116                                                                                                                                                                                                                                                                                                    
2025-11-172025-11-30354081,1,1,1,1,1,1,1,20251117,20251130                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14354081,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-11-02354083,1,1,1,1,1,1,1,20251009,20251102                                                                                                                                                                                                                                                                                                    
2025-11-102025-11-16354083,1,1,1,1,1,1,1,20251110,20251116                                                                                                                                                                                                                                                                                                    
2025-11-172025-11-30354083,1,1,1,1,1,1,1,20251117,20251130                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14354083,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-11-02354084,1,1,1,1,1,1,1,20251009,20251102                                                                                                                                                                                                                                                                                                    
2025-11-102025-11-16354084,1,1,1,1,1,1,1,20251110,20251116                                                                                                                                                                                                                                                                                                    
2025-11-172025-11-30354084,1,1,1,1,1,1,1,20251117,20251130                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14354084,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-10-12354101,1,1,1,1,1,1,1,20251009,20251012                                                                                                                                                                                                                                                                                                    
2025-10-132025-12-07354101,1,1,1,1,1,1,1,20251013,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354101,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-10-12354111,1,1,1,1,1,1,1,20251009,20251012                                                                                                                                                                                                                                                                                                    
2025-10-132025-12-07354111,1,1,1,1,1,1,1,20251013,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354111,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13354121,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-10-12354131,1,1,1,1,1,1,1,20251009,20251012                                                                                                                                                                                                                                                                                                    
2025-10-132025-12-07354131,1,1,1,1,1,1,1,20251013,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-08354131,1,1,1,1,1,1,1,20251208,20251208                                                                                                                                                                                                                                                                                                    
2025-10-092025-10-12354141,1,1,1,1,1,1,1,20251009,20251012                                                                                                                                                                                                                                                                                                    
2025-10-132025-12-07354141,1,1,1,1,1,1,1,20251013,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-08354141,1,1,1,1,1,1,1,20251208,20251208                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13354151,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13354161,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354171,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-08354171,1,1,1,1,1,1,1,20251208,20251208                                                                                                                                                                                                                                                                                                    
2025-10-092025-11-30354181,1,1,1,1,1,1,1,20251009,20251130                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-08354181,1,1,1,1,1,1,1,20251208,20251208                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13354191,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13354201,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-13354211,1,1,1,1,1,1,1,20251009,20251213                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354301,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-12354301,1,1,1,1,1,1,1,20251208,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354311,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14354311,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-12-152025-12-15354311,1,1,1,1,1,1,1,20251215,20251215                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354321,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14354321,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-07354331,1,1,1,1,1,1,1,20251009,20251207                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14354331,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-12354341,1,1,1,1,1,1,1,20251009,20251212                                                                                                                                                                                                                                                                                                    
2025-10-092025-11-30354351,1,1,1,1,1,1,1,20251009,20251130                                                                                                                                                                                                                                                                                                    
2025-12-082025-12-14354351,1,1,1,1,1,1,1,20251208,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14354361,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14354371,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14354372,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14354521,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14355011,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
2025-10-092025-12-14355012,1,1,1,1,1,1,1,20251009,20251214                                                                                                                                                                                                                                                                                                    
